TableNumber_	Command_	Subtype_	Label_	variable	value	Label
1	File Information	Variable Values	Variable Values	STRATUM	ESP0714	ESP - stratum 14 : CastileandLeon, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP0815	ESP - stratum 15 : Castile-LaMancha,public,NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP0816	ESP - stratum 16 : Castile-LaMancha,private,NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP0917	ESP - stratum 17 : Catalonia, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP0918	ESP - stratum 18 : Catalonia, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1019	ESP - stratum 19 : Extremadura, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1020	ESP - stratum 20 : Extremadura, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1121	ESP - stratum 21 : Galicia, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1122	ESP - stratum 22 : Galicia, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1223	ESP - stratum 23 : LaRioja, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1224	ESP - stratum 24 : LaRioja, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1325	ESP - stratum 25 : Madrid, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1326	ESP - stratum 26 : Madrid, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1427	ESP - stratum 27 : Murcia, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1428	ESP - stratum 28 : Murcia, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1529	ESP - stratum 29 : Navarra, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1530	ESP - stratum 30 : Navarra, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1631	ESP - stratum 31 : BasqueCountry, public, A
1	File Information	Variable Values	Variable Values	STRATUM	ESP1632	ESP - stratum 32 : BasqueCountry, public, B
1	File Information	Variable Values	Variable Values	STRATUM	ESP1633	ESP - stratum 33 : BasqueCountry, public, D
1	File Information	Variable Values	Variable Values	STRATUM	ESP1634	ESP - stratum 34 : BasqueCountry, private, A
1	File Information	Variable Values	Variable Values	STRATUM	ESP1635	ESP - stratum 35 : BasqueCountry, private, B
1	File Information	Variable Values	Variable Values	STRATUM	ESP1636	ESP - stratum 36 : BasqueCountry, private, D
1	File Information	Variable Values	Variable Values	STRATUM	ESP1737	ESP - stratum 37 : Valencia, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1738	ESP - stratum 38 : Valencia, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1839	ESP - stratum 39 : CeutaandMelilla, public, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP1840	ESP - stratum 40 : CeutaandMelilla, private, NA
1	File Information	Variable Values	Variable Values	STRATUM	ESP9797	Undisclosed STRATUM - Spain
1	File Information	Variable Values	Variable Values	STRATUM	EST0001	EST - stratum 01 : Est
1	File Information	Variable Values	Variable Values	STRATUM	EST0002	EST - stratum 02 : Rus
1	File Information	Variable Values	Variable Values	STRATUM	EST0003	EST - stratum 03 : Mix
1	File Information	Variable Values	Variable Values	STRATUM	EST9797	Undisclosed STRATUM - Estonia
1	File Information	Variable Values	Variable Values	STRATUM	FIN0001	FIN - stratum 01 : South-Urban-High
1	File Information	Variable Values	Variable Values	STRATUM	FIN0002	FIN - stratum 02 : South-Urban-Low/Not 0
1	File Information	Variable Values	Variable Values	STRATUM	FIN0003	FIN - stratum 03 : South-Urban-Low/Zero
1	File Information	Variable Values	Variable Values	STRATUM	FIN0004	FIN - stratum 04 : South-Rural-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0005	FIN - stratum 05 : West-Urban-High
1	File Information	Variable Values	Variable Values	STRATUM	FIN0006	FIN - stratum 06 : West-Urban-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0007	FIN - stratum 07 : West-Rural-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0008	FIN - stratum 08 : East-Urban-High
1	File Information	Variable Values	Variable Values	STRATUM	FIN0009	FIN - stratum 09 : East-Urban-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0010	FIN - stratum 10 : East-Rural-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0011	FIN - stratum 11 : North-Urban-High
1	File Information	Variable Values	Variable Values	STRATUM	FIN0012	FIN - stratum 12 : North-Urban-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0013	FIN - stratum 13 : North-Rural-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0014	FIN - stratum 14 : Swedish/Aland-Urban-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0015	FIN - stratum 15 : Swedish/Aland-Rural-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0016	FIN - stratum 16 : Swedish/Not Aland-Urban-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN0017	FIN - stratum 17 : Swedish/Not Aland-Rural-Low
1	File Information	Variable Values	Variable Values	STRATUM	FIN9797	Undisclosed STRATUM - Finland
1	File Information	Variable Values	Variable Values	STRATUM	FRA0001	FRA - stratum 01 : Lyc GT LS
1	File Information	Variable Values	Variable Values	STRATUM	FRA0002	FRA - stratum 02 : Coll LS
1	File Information	Variable Values	Variable Values	STRATUM	FRA0003	FRA - stratum 03 : Lyc PRO LS
1	File Information	Variable Values	Variable Values	STRATUM	FRA0004	FRA - stratum 04 : Lyc Agr LS
1	File Information	Variable Values	Variable Values	STRATUM	FRA0005	FRA - stratum 05 : MSS
1	File Information	Variable Values	Variable Values	STRATUM	FRA0006	FRA - stratum 06 : VSS
1	File Information	Variable Values	Variable Values	STRATUM	FRA9797	Undisclosed STRATUM - France
1	File Information	Variable Values	Variable Values	STRATUM	GBR1101	QUK - stratum 01 : England, Maintained selective, North
1	File Information	Variable Values	Variable Values	STRATUM	GBR1102	QUK - stratum 02 : England, Maintained selective, Midlands
1	File Information	Variable Values	Variable Values	STRATUM	GBR1103	QUK - stratum 03 : England, Maintained selective, South
1	File Information	Variable Values	Variable Values	STRATUM	GBR1104	QUK - stratum 04 : England, Maintained selective, Greater London
1	File Information	Variable Values	Variable Values	STRATUM	GBR1105	QUK - stratum 05 : England, Maintained non-selective, North
1	File Information	Variable Values	Variable Values	STRATUM	GBR1106	QUK - stratum 06 : England, Maintained non-selective, Midlands
1	File Information	Variable Values	Variable Values	STRATUM	GBR1107	QUK - stratum 07 : England, Maintained non-selective, South
1	File Information	Variable Values	Variable Values	STRATUM	GBR1108	QUK - stratum 08 : England, Maintained non-selective, Greater London
1	File Information	Variable Values	Variable Values	STRATUM	GBR1109	QUK - stratum 09 : England, Independent, North
1	File Information	Variable Values	Variable Values	STRATUM	GBR1110	QUK - stratum 10 : England, Independent, Midlands
1	File Information	Variable Values	Variable Values	STRATUM	GBR1111	QUK - stratum 11 : England, Independent, South
1	File Information	Variable Values	Variable Values	STRATUM	GBR1112	QUK - stratum 12 : England, Independent, Greater London
1	File Information	Variable Values	Variable Values	STRATUM	GBR1219	QUK - stratum 19 : Northern Ireland, Maintained selective, Belfast
1	File Information	Variable Values	Variable Values	STRATUM	GBR1220	QUK - stratum 20 : Northern Ireland, Maintained selective, Western
1	File Information	Variable Values	Variable Values	STRATUM	GBR1221	QUK - stratum 21 : Northern Ireland, Maintained selective, North Eastern
1	File Information	Variable Values	Variable Values	STRATUM	GBR1222	QUK - stratum 22 : Northern Ireland, Maintained selective, South Eastern
1	File Information	Variable Values	Variable Values	STRATUM	GBR1223	QUK - stratum 23 : Northern Ireland, Maintained selective, Southern
1	File Information	Variable Values	Variable Values	STRATUM	GBR1224	QUK - stratum 24 : Northern Ireland, Maintained non-selective, Belfast
1	File Information	Variable Values	Variable Values	STRATUM	GBR1225	QUK - stratum 25 : Northern Ireland, Maintained non-selective, Western
1	File Information	Variable Values	Variable Values	STRATUM	GBR1226	QUK - stratum 26 : Northern Ireland, Maintained non-selective, North Eastern
1	File Information	Variable Values	Variable Values	STRATUM	GBR1227	QUK - stratum 27 : Northern Ireland, Maintained non-selective, South Eastern
1	File Information	Variable Values	Variable Values	STRATUM	GBR1228	QUK - stratum 28 : Northern Ireland, Maintained non-selective, Southern
1	File Information	Variable Values	Variable Values	STRATUM	GBR1229	QUK - stratum 29 : Northern Ireland, Independent
1	File Information	Variable Values	Variable Values	STRATUM	GBR1313	QUK - stratum 13 : Wales, Maintained, North
1	File Information	Variable Values	Variable Values	STRATUM	GBR1314	QUK - stratum 14 : Wales, Maintained, Powys and South West
1	File Information	Variable Values	Variable Values	STRATUM	GBR1315	QUK - stratum 15 : Wales, Maintained, South East
1	File Information	Variable Values	Variable Values	STRATUM	GBR1316	QUK - stratum 16 : Wales, Independent, North
1	File Information	Variable Values	Variable Values	STRATUM	GBR1317	QUK - stratum 17 : Wales, Independent, Powys and South West
1	File Information	Variable Values	Variable Values	STRATUM	GBR1318	QUK - stratum 18 : Wales, Independent, South East
1	File Information	Variable Values	Variable Values	STRATUM	GBR2001	QSC - stratum 01 : Scotland 1-public/lowest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2002	QSC - stratum 02 : Scotland 2-public/second lowest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2003	QSC - stratum 03 : Scotland 3-public/middle band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2004	QSC - stratum 04 : Scotland 4-public/second highest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2005	QSC - stratum 05 : Scotland 5-public/highest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2006	QSC - stratum 06 : Scotland 6-public/missing
1	File Information	Variable Values	Variable Values	STRATUM	GBR2007	QSC - stratum 07 : Scotland 7-independent/lowest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2008	QSC - stratum 08 : Scotland 8-independent/second lowest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2009	QSC - stratum 09 : Scotland 9-independent/middle band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2010	QSC - stratum 10 : Scotland 10-independent/second highest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2011	QSC - stratum 11 : Scotland 11-independent/highest band
1	File Information	Variable Values	Variable Values	STRATUM	GBR2012	QSC - stratum 12 : Scotland 12-independent/missing
1	File Information	Variable Values	Variable Values	STRATUM	GBR9797	Undisclosed STRATUM - United Kingdom
1	File Information	Variable Values	Variable Values	STRATUM	GRC0001	GRC - stratum 01 : Attica public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0002	GRC - stratum 02 : Central Greece public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0003	GRC - stratum 03 : Central Macedonia public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0004	GRC - stratum 04 : Crete public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0005	GRC - stratum 05 : East Macedonia public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0006	GRC - stratum 06 : Thrace public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0007	GRC - stratum 07 : Epirus public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0008	GRC - stratum 08 : Ionian islands public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0009	GRC - stratum 09 : North Aegean public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0010	GRC - stratum 10 : Peloponnese public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0011	GRC - stratum 11 : South Aegean public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0012	GRC - stratum 12 : Thessaly public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0013	GRC - stratum 13 : West Greece public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0014	GRC - stratum 14 : West Macedonia public
1	File Information	Variable Values	Variable Values	STRATUM	GRC0015	GRC - stratum 15 : Attica private
1	File Information	Variable Values	Variable Values	STRATUM	GRC0016	GRC - stratum 16 : Rest of Greece private
1	File Information	Variable Values	Variable Values	STRATUM	GRC9797	Undisclosed STRATUM - Greece
1	File Information	Variable Values	Variable Values	STRATUM	HKG0001	HKG - stratum 01 : Government
1	File Information	Variable Values	Variable Values	STRATUM	HKG0002	HKG - stratum 02 : Aided or Caput
1	File Information	Variable Values	Variable Values	STRATUM	HKG0003	HKG - stratum 03 : Private or International
1	File Information	Variable Values	Variable Values	STRATUM	HKG0004	HKG - stratum 04 : Direct Subsidy Scheme
1	File Information	Variable Values	Variable Values	STRATUM	HKG9797	Undisclosed STRATUM - Hong Kong-China
1	File Information	Variable Values	Variable Values	STRATUM	HRV0001	HRV - stratum 01 : Four year vocational prog.
1	File Information	Variable Values	Variable Values	STRATUM	HRV0002	HRV - stratum 02 : Vocational - industrial - crafts prog.
1	File Information	Variable Values	Variable Values	STRATUM	HRV0003	HRV - stratum 03 : Mixed type
1	File Information	Variable Values	Variable Values	STRATUM	HRV0004	HRV - stratum 04 : Art - vocational prog.
1	File Information	Variable Values	Variable Values	STRATUM	HRV0005	HRV - stratum 05 : Gymnasium
1	File Information	Variable Values	Variable Values	STRATUM	HRV0006	HRV - stratum 06 : Primary schools (lower secondary education)
1	File Information	Variable Values	Variable Values	STRATUM	HRV9797	Undisclosed STRATUM - Croatia
1	File Information	Variable Values	Variable Values	STRATUM	HUN0001	HUN - stratum 01 : (1) Prim
1	File Information	Variable Values	Variable Values	STRATUM	HUN0002	HUN - stratum 02 : (2) Gram 1
1	File Information	Variable Values	Variable Values	STRATUM	HUN0003	HUN - stratum 03 : (3) Gram 2
1	File Information	Variable Values	Variable Values	STRATUM	HUN0004	HUN - stratum 04 : (4) Gram 3
1	File Information	Variable Values	Variable Values	STRATUM	HUN0005	HUN - stratum 05 : (5) Voc Sec
1	File Information	Variable Values	Variable Values	STRATUM	HUN0006	HUN - stratum 06 : (6) Voc
1	File Information	Variable Values	Variable Values	STRATUM	HUN9797	Undisclosed STRATUM - Hungary
1	File Information	Variable Values	Variable Values	STRATUM	IDN0001	IDN - stratum 01 : Indonesia
1	File Information	Variable Values	Variable Values	STRATUM	IDN9797	Undisclosed STRATUM - Indonesia
1	File Information	Variable Values	Variable Values	STRATUM	IRL0001	IRL - stratum 01 : Size <=40 / Community/Comprehensive
1	File Information	Variable Values	Variable Values	STRATUM	IRL0002	IRL - stratum 02 : Size 41-80 / Community/Comprehensive
1	File Information	Variable Values	Variable Values	STRATUM	IRL0003	IRL - stratum 03 : Size > 80 / Community/Comprehensive
1	File Information	Variable Values	Variable Values	STRATUM	IRL0004	IRL - stratum 04 : Size <=40 / Secondary
1	File Information	Variable Values	Variable Values	STRATUM	IRL0005	IRL - stratum 05 : Size 41-80 / Secondary
1	File Information	Variable Values	Variable Values	STRATUM	IRL0006	IRL - stratum 06 : Size > 80 / Secondary
1	File Information	Variable Values	Variable Values	STRATUM	IRL0007	IRL - stratum 07 : Size <=40 / Vocational
1	File Information	Variable Values	Variable Values	STRATUM	IRL0008	IRL - stratum 08 : Size 41-80 / Vocational
1	File Information	Variable Values	Variable Values	STRATUM	IRL0009	IRL - stratum 09 : Size > 80 / Vocational
1	File Information	Variable Values	Variable Values	STRATUM	IRL0010	IRL - stratum 10 : Non-Aided
1	File Information	Variable Values	Variable Values	STRATUM	IRL0011	IRL - stratum 11 : Project Maths
1	File Information	Variable Values	Variable Values	STRATUM	IRL9797	Undisclosed STRATUM - Ireland
1	File Information	Variable Values	Variable Values	STRATUM	ISL0001	ISL - stratum 01 : Reykjavik / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0002	ISL - stratum 02 : Reykjavik / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0003	ISL - stratum 03 : Reykjavik / 17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0004	ISL - stratum 04 : Reykjavik / > 35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0005	ISL - stratum 05 : Nágrenni Reykjavíkur / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0006	ISL - stratum 06 : Nágrenni Reykjavíkur / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0007	ISL - stratum 07 : Nágrenni Reykjavíkur / 17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0008	ISL - stratum 08 : Nágrenni Reykjavíkur / > 35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0009	ISL - stratum 09 : Suðurnes / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0011	ISL - stratum 11 : Suðurnes / 17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0012	ISL - stratum 12 : Suðurnes / >35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0013	ISL - stratum 13 : Vesturland / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0014	ISL - stratum 14 : Vesturland / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0015	ISL - stratum 15 : Vesturland / 17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0016	ISL - stratum 16 : Vesturland / >35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0017	ISL - stratum 17 : Vestfirðir / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0018	ISL - stratum 18 : Vestfirðir / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0020	ISL - stratum 20 : Vestfirðir / > 35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0021	ISL - stratum 21 : Norðurland vestra / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0022	ISL - stratum 22 : Norðurland vestra / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0023	ISL - stratum 23 : Norðurland vestra /17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0024	ISL - stratum 24 : Norðurland vestra / >35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0025	ISL - stratum 25 : Norðurland eystra / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0027	ISL - stratum 27 : Norðurland eystra / 17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0028	ISL - stratum 28 : Norðurland eystra / > 35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0029	ISL - stratum 29 : Austurland / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0030	ISL - stratum 30 : Austurland  / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0031	ISL - stratum 31 : Austurland  / 17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0033	ISL - stratum 33 :  Suðurland / 1-8
1	File Information	Variable Values	Variable Values	STRATUM	ISL0034	ISL - stratum 34 : Suðurland / 9-16
1	File Information	Variable Values	Variable Values	STRATUM	ISL0035	ISL - stratum 35 : Suðurland /17-35
1	File Information	Variable Values	Variable Values	STRATUM	ISL0036	ISL - stratum 36 : Suðurland / > 35
1	File Information	Variable Values	Variable Values	STRATUM	ISL9797	Undisclosed STRATUM - Iceland
1	File Information	Variable Values	Variable Values	STRATUM	ISR0001	ISR - stratum 01
1	File Information	Variable Values	Variable Values	STRATUM	ISR0002	ISR - stratum 02
1	File Information	Variable Values	Variable Values	STRATUM	ISR0003	ISR - stratum 03
1	File Information	Variable Values	Variable Values	STRATUM	ISR0004	ISR - stratum 04
1	File Information	Variable Values	Variable Values	STRATUM	ISR0005	ISR - stratum 05
1	File Information	Variable Values	Variable Values	STRATUM	ISR0006	ISR - stratum 06
1	File Information	Variable Values	Variable Values	STRATUM	ISR0007	ISR - stratum 07
1	File Information	Variable Values	Variable Values	STRATUM	ISR0008	ISR - stratum 08
1	File Information	Variable Values	Variable Values	STRATUM	ISR0009	ISR - stratum 09
1	File Information	Variable Values	Variable Values	STRATUM	ISR0010	ISR - stratum 10
1	File Information	Variable Values	Variable Values	STRATUM	ISR0011	ISR - stratum 11
1	File Information	Variable Values	Variable Values	STRATUM	ISR0012	ISR - stratum 12
1	File Information	Variable Values	Variable Values	STRATUM	ISR9797	Undisclosed STRATUM - Israel
1	File Information	Variable Values	Variable Values	STRATUM	ITA0101	ITA - REGION 01 stratum 01 : [Region 01] Bolzano Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0102	ITA - REGION 01 stratum 02 : [Region 01] Bolzano Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0103	ITA - REGION 01 stratum 03 : [Region 01] Bolzano Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0104	ITA - REGION 01 stratum 04 : [Region 01] Bolzano Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0105	ITA - REGION 01 stratum 05 : [Region 01] Bolzano Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA0201	ITA - REGION 02 stratum 01 : [Region 02] Basilicata Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0202	ITA - REGION 02 stratum 02 : [Region 02] Basilicata Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0203	ITA - REGION 02 stratum 03 : [Region 02] Basilicata Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0204	ITA - REGION 02 stratum 04 : [Region 02] Basilicata Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0301	ITA - REGION 03 stratum 01 : [Region 03] Campania Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0302	ITA - REGION 03 stratum 02 : [Region 03] Campania Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0303	ITA - REGION 03 stratum 03 : [Region 03] Campania Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0304	ITA - REGION 03 stratum 04 : [Region 03] Campania Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0401	ITA - REGION 04 stratum 01 : [Region 04] Emilia Romagna Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0402	ITA - REGION 04 stratum 02 : [Region 04] Emilia Romagna Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0403	ITA - REGION 04 stratum 03 : [Region 04] Emilia Romagna Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0404	ITA - REGION 04 stratum 04 : [Region 04] Emilia Romagna Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0405	ITA - REGION 04 stratum 05 : [Region 04] Emilia Romagna Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA0501	ITA - REGION 05 stratum 01 : [Region 05] Friuli Venezia Giulia Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0502	ITA - REGION 05 stratum 02 : [Region 05] Friuli Venezia Giulia Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0503	ITA - REGION 05 stratum 03 : [Region 05] Friuli Venezia Giulia Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0504	ITA - REGION 05 stratum 04 : [Region 05] Friuli Venezia Giulia Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0505	ITA - REGION 05 stratum 05 : [Region 05] Friuli Venezia Giulia Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA0601	ITA - REGION 06 stratum 01 : [Region 06] Liguria Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0602	ITA - REGION 06 stratum 02 : [Region 06] Liguria Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0603	ITA - REGION 06 stratum 03 : [Region 06] Liguria Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0604	ITA - REGION 06 stratum 04 : [Region 06] Liguria Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0605	ITA - REGION 06 stratum 05 : [Region 06] Liguria Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA0701	ITA - REGION 07 stratum 01 : [Region 07] Lombardia Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0702	ITA - REGION 07 stratum 02 : [Region 07] Lombardia Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0703	ITA - REGION 07 stratum 03 : [Region 07] Lombardia Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0704	ITA - REGION 07 stratum 04 : [Region 07] Lombardia Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0705	ITA - REGION 07 stratum 05 : [Region 07] Lombardia Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA0801	ITA - REGION 08 stratum 01 : [Region 08] Piemonte Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0802	ITA - REGION 08 stratum 02 : [Region 08] Piemonte Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0803	ITA - REGION 08 stratum 03 : [Region 08] Piemonte Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0804	ITA - REGION 08 stratum 04 : [Region 08] Piemonte Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0805	ITA - REGION 08 stratum 05 : [Region 08] Piemonte Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA0901	ITA - REGION 09 stratum 01 : [Region 09] Puglia Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA0902	ITA - REGION 09 stratum 02 : [Region 09] Puglia Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA0903	ITA - REGION 09 stratum 03 : [Region 09] Puglia Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA0904	ITA - REGION 09 stratum 04 : [Region 09] Puglia Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA0905	ITA - REGION 09 stratum 05 : [Region 09] Puglia Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA1001	ITA - REGION 10 stratum 01 : [Region 10] Sardegna Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA1002	ITA - REGION 10 stratum 02 : [Region 10] Sardegna Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA1003	ITA - REGION 10 stratum 03 : [Region 10] Sardegna Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA1004	ITA - REGION 10 stratum 04 : [Region 10] Sardegna Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA1101	ITA - REGION 11 stratum 01 : [Region 11] Sicilia Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA1102	ITA - REGION 11 stratum 02 : [Region 11] Sicilia Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA1103	ITA - REGION 11 stratum 03 : [Region 11] Sicilia Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA1104	ITA - REGION 11 stratum 04 : [Region 11] Sicilia Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA1201	ITA - REGION 12 stratum 01 : [Region 12] Trento Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA1202	ITA - REGION 12 stratum 02 : [Region 12] Trento Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA1203	ITA - REGION 12 stratum 03 : [Region 12] Trento Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA1204	ITA - REGION 12 stratum 04 : [Region 12] Trento Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA1205	ITA - REGION 12 stratum 05 : [Region 12] Trento Formazione Professionale
1	File Information	Variable Values	Variable Values	STRATUM	ITA1301	ITA - REGION 13 stratum 01 : [Region 13] Veneto (Other) Licei
1	File Information	Variable Values	Variable Values	STRATUM	ITA1302	ITA - REGION 13 stratum 02 : [Region 13] Veneto (Other) Tecnici
1	File Information	Variable Values	Variable Values	STRATUM	ITA1303	ITA - REGION 13 stratum 03 : [Region 13] Veneto (Other) Professionali
1	File Information	Variable Values	Variable Values	STRATUM	ITA1304	ITA - REGION 13 stratum 04 : [Region 13] Veneto (Other) Medie
1	File Information	Variable Values	Variable Values	STRATUM	ITA1305	ITA - REGION 13 stratum 05 : [Region 13] Veneto (Other) Formazione Professionale
